Country,Year,Date,Holiday_Name,Local_Name,Type,Description,Holiday_Season,Holiday_Month
US,2033,2033-03-31,César Chávez Day,,Local Holiday,César Chávez Day celebrates the birthday of César Estrada Chávez.,Spring,3
US,2033,2033-04-01,Muharram,,Muslim,"The first day of Muharram, which is the first month in the Islamic calendar, marks the start of the Islamic New Year.",Spring,4
US,2033,2033-04-01,April Fool's Day,,Worldwide Observance,"April Fool's Day, on April 1, is a day to play practical jokes and tricks.",Spring,4
US,2033,2033-04-01,Pascua Florida Day observed,,Local Observance,"Pascua Florida Day, which usually falls on April 2, is a state day in Florida, USA.",Spring,4
US,2033,2033-04-02,World Autism Awareness Day,,United Nations Observance,"World Autism Awareness Day raises an awareness of issues surrounding people, particularly children, with autism worldwide.",Spring,4
US,2033,2033-04-02,Pascua Florida Day,,Local Observance,"Pascua Florida Day, which usually falls on April 2, is a state day in Florida, USA.",Spring,4
US,2033,2033-04-04,United Nations' Mine Awareness Day,,United Nations Observance,The United Nations' International Day for Mine Awareness and Assistance in Mine Action is annually observed on April 4.,Spring,4
US,2033,2033-04-05,International Day of Conscience,,United Nations Observance,International Day of Conscience is a United Nations observance in the USA,Spring,4
US,2033,2033-04-06,International Day of Sport for Development and Peace,,United Nations Observance,The International Day of Sport for Development and Peace aims to bring goodwill and positive social outcomes through sporting achievements.,Spring,4
US,2033,2033-04-06,National Tartan Day,,Observance,National Tartan Day is annually observed on April 6 to honor the major role that Scottish Americans played in the founding of the United States of America.,Spring,4
US,2033,2033-04-07,United Nations' World Health Day,,United Nations Observance,"The World Health Organization, the United Nations' the directing and coordinating authority for health, annually highlights one of its priorities for global health on World Health Day.",Spring,4
US,2033,2033-04-07,Day of Remembrance of the Victims of the Rwanda Genocide,,United Nations Observance,The UN’s Day of Remembrance of the Victims of the Rwanda Genocide is observed on April 7 each year.,Spring,4
US,2033,2033-04-10,Palm Sunday,,Christian,Palm Sunday in the United States celebrates Jesus Christ’s entry into Jerusalem. It is also the Sunday before Easter Sunday.,Spring,4
US,2033,2033-04-10,Ashura,,Muslim,Ashura is a Muslim in the USA,Spring,4
US,2033,2033-04-12,International Day of Human Space Flight,,United Nations Observance,The UN’s International Day of Human Space Flight is annually held on April 12.,Spring,4
US,2033,2033-04-12,National Library Workers' Day,,Observance,"National Library Workers’ Day recognizes the efforts and achievements that librarians make to give Americans access to information via books, computers and other media.",Spring,4
US,2033,2033-04-13,Passover Eve,,Hebrew,Passover Eve is a Jewish holiday in the USA,Spring,4
US,2033,2033-04-13,Thomas Jefferson's Birthday,,Observance,Americans celebrate president Thomas Jefferson's Birthday on April 13.,Spring,4
US,2033,2033-04-14,Maundy Thursday,,Christian,"Maundy Thursday, which is also known as Holy Thursday, is the day before Good Friday.",Spring,4
US,2033,2033-04-14,Passover (first day),,Hebrew,Passover marks the Israelites' liberation from slavery and their exodus from Egypt around 3000 years ago.,Spring,4
US,2033,2033-04-14,World Chagas Disease Day,,United Nations Observance,World Chagas Disease Day is a United Nations observance in the USA,Spring,4
US,2033,2033-04-15,World Art Day,,Worldwide Observance,World Art Day is a worldwide observance in the USA,Spring,4
US,2033,2033-04-15,Good Friday,,"Local Holiday, Christian",Good Friday commemorates Jesus Christ's crucifixion.,Spring,4
US,2033,2033-04-15,Father Damien Day,,Local Observance,Father Damien Day or Saint Damien Day is an occasion for residents of the state of Hawaii to remember the life and deeds of a Belgian missionary.,Spring,4
US,2033,2033-04-15,Emancipation Day observed,,Local Holiday,People celebrate the end of slavery and citizens' rights on Emancipation Day in the United States.,Spring,4
US,2033,2033-04-15,Arbor Day,,Local Observance,Arbor Day is a state observance in the USA,Spring,4
US,2033,2033-04-15,State Holiday,,Local Holiday,State Holiday is a state holiday in the USA,Spring,4
US,2033,2033-04-16,Holy Saturday,,Christian,Holy Saturday is the day before Easter Sunday in the United States.,Spring,4
US,2033,2033-04-16,Emancipation Day,,Local Holiday,People celebrate the end of slavery and citizens' rights on Emancipation Day in the United States.,Spring,4
US,2033,2033-04-17,Easter Sunday,,"Observance, Christian","Easter Sunday is an important day in the Christian church calendar because it celebrates Jesus Christ's resurrection, according to Christian belief.",Spring,4
US,2033,2033-04-18,International Day for Monuments and Sites,,Worldwide Observance,The International Day for Monuments and Sites raises awareness on preserving and conserving historical and archeological heritage sites.,Spring,4
US,2033,2033-04-18,Easter Monday,,"Observance, Christian",Easter Monday is the day after Easter Sunday. It is not a federal holiday in the United States of America (USA).,Spring,4
US,2033,2033-04-18,Tax Day,,Observance,Tax Day is the deadline for United States residents to file details of their income to the Internal Revenue Service (IRS) so that their liability for income tax can be assessed.,Spring,4
US,2033,2033-04-18,Patriots' Day,,Local Holiday,"Patriots' Day commemorates the battles of Lexington and Concord in 1775, which were two of the earliest battles in the American Revolutionary War.",Spring,4
US,2033,2033-04-18,Boston Marathon,,Sporting Event,Boston Marathon is one of the world's oldest yearly marathon. It is held annually on Patriot's Day in the month of April.,Spring,4
US,2033,2033-04-20,Chinese Language Day,,United Nations Observance,Chinese Language Day is a United Nations observance that celebrates one of the organization’s 6 official languages – Chinese.,Spring,4
US,2033,2033-04-21,Last Day of Passover,,Hebrew,"The last day of Passover marks the end of the Passover period, which lasts for seven or eight days.",Spring,4
US,2033,2033-04-21,World Creativity and Innovation Day,,United Nations Observance,World Creativity and Innovation Day is a United Nations observance in the USA,Spring,4
US,2033,2033-04-21,San Jacinto Day,,Local Holiday,"San Jacinto Day commemorates the Battle of San Jacinto in what is now Harris County, Texas.",Spring,4
US,2033,2033-04-22,Orthodox Good Friday,,Orthodox,Many Orthodox Christians in the United States remember the events leading up to Jesus Christ's crucifixion on Great Friday.,Spring,4
US,2033,2033-04-22,Earth Day,,United Nations Observance,The United Nations' International Mother Earth Day promotes environmental awareness and calls for the protection of our planet.,Spring,4
US,2033,2033-04-22,Oklahoma Day,,Local Observance,Oklahoma Day in the United States marks the anniversary of the opening of Oklahoma's lands to European settlers.,Spring,4
US,2033,2033-04-23,Orthodox Holy Saturday,,Orthodox,Many Orthodox Christians in the United States remember Jesus Christ’s burial and his descent into Hades on Holy Saturday.,Spring,4
US,2033,2033-04-23,World Book and Copyright Day,,United Nations Observance,World Book and Copyright Day is an occasion to celebrate the contribution of books and authors to our global culture and the connection between copyright and books.,Spring,4
US,2033,2033-04-23,World Spanish Language Day,,United Nations Observance,World Spanish Language Day is a United Nations observance in the USA,Spring,4
US,2033,2033-04-23,English Language Day,,United Nations Observance,"English Language Day promotes the history, culture and accomplishments of the English language.",Spring,4
US,2033,2033-04-24,Orthodox Easter,,Orthodox,"Many Orthodox Christians in the United States mark Easter Sunday, also known as Pascha, as the day Jesus Christ was resurrected, according to the Christian bible.",Spring,4
US,2033,2033-04-24,International Day of Multilateralism and Diplomacy for Peace,,United Nations Observance,International Day of Multilateralism and Diplomacy for Peace is a United Nations observance in the USA,Spring,4
US,2033,2033-04-25,Orthodox Easter Monday,,Orthodox,Many Orthodox churches in the United States observe Easter Monday on the day after the Orthodox Easter Sunday date.,Spring,4
US,2033,2033-04-25,International Delegate's Day,,United Nations Observance,International Delegate's Day is a United Nations observance in the USA,Spring,4
US,2033,2033-04-25,World Malaria Day,,United Nations Observance,World Malaria Day is annually observed on April 25 to promote efforts that provide effective control of malaria worldwide.,Spring,4
US,2033,2033-04-25,Arbor Day,,Local Observance,Arbor Day is a state observance in the USA,Spring,4
US,2033,2033-04-25,Confederate Memorial Day,,Local Holiday,On Confederate Memorial Day remembers the soldiers who died fighting for the Confederate States of America during the American Civil War (1861-1865). It is a state holiday in some parts of the United States.,Spring,4
US,2033,2033-04-26,Yom HaShoah,,Hebrew,Many people in the United States observe Yom Hashoah by remembering Holocaust victims who died during World War II.,Spring,4
US,2033,2033-04-26,World Intellectual Property Day,,United Nations Observance,World Intellectual Property Day is annually held on April 26 to increase awareness and understanding of intellectual property worldwide.,Spring,4
US,2033,2033-04-26,International Chernobyl Disaster Remembrance Day,,United Nations Observance,International Chernobyl Disaster Remembrance Day is a UN holiday designed to raise awareness of the consequences of the 1986 nuclear accident.,Spring,4
US,2033,2033-04-26,Confederate Memorial Day,,Local Observance,On Confederate Memorial Day remembers the soldiers who died fighting for the Confederate States of America during the American Civil War (1861-1865). It is a state holiday in some parts of the United States.,Spring,4
US,2033,2033-04-27,Administrative Professionals Day,,Observance,Administrative Professionals Day® is on the Wednesday of the last full week of April. It remembers the important role of administrative professionals.,Spring,4
US,2033,2033-04-28,International Girls in ICT Day,,United Nations Observance,International Girls in ICT Day is a United Nations observance in the USA,Spring,4
US,2033,2033-04-28,World Day for Safety and Health at Work,,United Nations Observance,The World Day for Safety and Health at Work is observed on April 28 each year.,Spring,4
US,2033,2033-04-28,Take our Daughters and Sons to Work Day,,Observance,Take our Daughters and Sons to Work Day is a observance in the USA,Spring,4
